Medical Code,Procedure Name,Cost
2041W,,4996.3
41688,,436.45
13185,,128.95
60008,,428.23
5506T,,416.74
74038,,3051.01
59678,,395.58
6878M,,195.99
26422,,448.14
84402,,7153.48
83431,,70.08
3953V,,4236.75
1438W,,219.67
35754,,381.34
9736Q,,166.46
4433O,,5157.48
7459C,,3993.8
32331,,317.69
37553,,8168.18
7973V,,1186.05
18612,,464.69
2872H,,80.2
7868H,,395.48
27039,,474.43
87250,,150.6
77202,,6709.53
82086,,709.48
1912V,,111.74
2946O,,270.25
99714,,109.63
37717,,185.11
8068M,,3645.21
44796,,290.23
2992F,,409.85
38649,,455.64
74981,,342.58
26888,,3809.61
15736,,335.58
8052G,,229.94
51764,,1607.03
3902F,,132.67
12879,,60.94
5718S,,316.56
91531,,273.62
40630,,361.03
56026,,65.32
7403D,,1731.38
68568,,9077.57
36097,,71.37
49364,,395.65
14232,,422.89
1656W,,337.96
59184,,6906
49278,,245.93
5577J,,417.85
28159,,294.93
81026,,254.55
34812,,150.41
8060X,,72.99
8378Q,,7298.77
45810,,7693.81
7291Y,,380.61
8037L,,7705.53
4772D,,329.48
2138D,,2131.04
23960,,247.67
96581,,240.29
68867,,405.38
7238O,,416.04
84118,,5370.5
19402,,142.37
8626P,,288.98
9417S,,8108.74
65334,,59.07
3093O,,189.48
63332,,318.52
58783,,123.36
3663A,,2258.64
81529,,124.94
44898,,352.92
3020G,,321.98
53701,,596.93
6729K,,182.5
22331,,7626.37
6054K,,127.55
23281,,67.2
1683T,,181.63
49927,,62.95
25255,,494.57
9011H,,276.84
6860S,,118.54
16428,,176.88
62731,,7815.31
3516Z,,8738.93
76235,,294.97
88777,,390.49
4245S,,429.74
88773,,423.89
2772Z,,460.44
6682U,,97.5
40677,,2045.79
6596I,,2937.74
7806U,,250.37
4673W,,452.99
3932D,,9673.56
2715B,,261.11
7231D,,151.28
5404V,,232.89
64162,,108.82
7964V,,135.6
1507O,,453.47
2200M,,3369.22
3638A,,88.68
86058,,332.11
3451G,,238.17
34704,,2486.03
3725T,,1643.06
92613,,268.84
10352,,75.61
1785K,,337.99
15529,,174.03
7045B,,256.72
4009X,,202.34
9907H,,405.26
2287X,,353.24
3984E,,8654.45
1638V,,150.78
95258,,442.23
70400,,6574.46
3202I,,215.37
2411K,,4663.87
91957,,1959.19
1256P,,372.19
70292,,8386.33
2651D,,1550.16
4492W,,212.85
1307F,,428.78
6433U,,486.3
5031R,,2902.51
94802,,499.3
8539O,,366.97
1426V,,145.52
81819,,165.06
68806,,203.42
7028S,,360.02
91200,,241.38
4270T,,1297.49
64491,,421.82
68677,,1089.98
76019,,1967.18
97863,,186.38
67090,,471.22
24371,,419.74
4363S,,8778.04
5104G,,306.44
86095,,68.09
8001O,,348.42
69709,,480.61
1646W,,7745.06
22163,,329.7
5808O,,2342.94
75196,,62.92
9936J,,4921.83
75358,,1838.79
36800,,125.26
7802P,,1193.86
5505F,,83.07
7360A,,326.17
90727,,1099.96
2888M,,7221.55
82450,,261.31
9577J,,236.88
43016,,463.28
55727,,263.05
99871,,314.08
55051,,4810.58
49336,,7194.91
73334,,278.32
84429,,9368
1985N,,269.86
24504,,263.63
36796,,8422.56
4489V,,3496.81
53648,,315.93
50559,,6417.7
2443W,,8392.26
9163X,,4344.13
6179R,,327.52
48646,,1527.9
8268R,,6315.54
7505U,,74.87
4714K,,6958.52
1294M,,2436.32
62554,,2216.37
5079R,,208.73
7670T,,275.1
2383L,,145.11
82385,,1363.58
18274,,476.96
19917,,305.29
2835N,,158.4
9480C,,157.58
7104M,,214.67
3202Q,,7458.2
7690Y,,298.25
41261,,117.79
8157M,,158.33
7684J,,8660.07
56241,,259.35
56346,,82.57
2352S,,364.4
4576C,,401.97
96695,,5221.83
4899Y,,9717.98
7020F,,313.61
37701,,77.08
78222,,5130.58
8031U,,64.47
8205R,,446.79
5076I,,159.79
9156N,,456.11
2388H,,361.55
45405,,267.76
7387A,,134.99
6914V,,86.46
8048H,,4079
49356,,3867.77
7003U,,233.5
11731,,196.37
1516P,,398.18
84014,,157.48
2772P,,126.83
78121,,7741.57
6654U,,161.95
23333,,312.44
20319,,1223.94
3314J,,266.96
27911,,84.76
7463F,,8248.79
5883C,,225.84
1705Z,,221.29
70634,,93.05
7122B,,71.75
50916,,189.87
5727S,,399.08
8715C,,289.55
92273,,118.27
58098,,112.31
6834A,,223.37
4677Q,,267.83
7179E,,3461.03
8647Y,,332.5
3259F,,214.37
6242X,,378.37
4503D,,7214.85
8346V,,464.04
62251,,236.38
5283T,,460.45
6348B,,482.31
96199,,474.58
2717R,,221.86
3700W,,335.88
96356,,391.69
3081O,,92.7
1425C,,245.47
84076,,5018.7
7706E,,8733.95
4482H,,121.05
19605,,220.25
8545V,,468.93
54607,,8164.1
21195,,252.38
6116B,,475.43
1618R,,182.55
2143Z,,237.47
4273I,,187.5
8878K,,496.77
30202,,391.76
6863U,,93.69
34586,,5052.31
4043R,,158.01
40356,,121.17
67967,,8027.69
1379C,,4049.73
17628,,4875.72
7812X,,372.91
4514P,,327.39
8403E,,89.91
4541J,,105.68
73293,,309.46
3796L,,421.69
40252,,6058.72
9170D,,3286.91
63822,,375.28
9887I,,333.8
13869,,430.83
95987,,282.54
1815D,,1436.6
5136H,,223.31
7191O,,215.82
1070A,,253.18
2396G,,389.39
23566,,172.64
6823D,,321.45
24161,,488.01
21691,,239.03
7434C,,9942.8
54483,,163.79
1900M,,9366.71
69864,,383.49
3767I,,4254.22
7265K,,7585.68
4597I,,66.75
45157,,216.26
5819P,,347.94
21775,,378.7
9676C,,426.33
6084Z,,5418.45
1496M,,340.79
93606,,4032.13
43123,,9581.02
70008,,332.79
59439,,447.84
2802O,,419.09
7653C,,111.38
41824,,264.86
9988D,,218.81
1364J,,480.6
50635,,139.9
55031,,92.9
6134G,,299.85
5797J,,69.94
6293X,,127.78
7522Z,,290.9
2719E,,235.18
69062,,2090.38
4262V,,305.41
6906H,,9488.28
81540,,5402.56
1758L,,258.17
41214,,1286.48
51330,,173.3
12851,,125.07
4952K,,72.15
98835,,236.36
87963,,323.32
6082N,,823.86
3131W,,382.28
4342Y,,2004.15
20891,,1308.68
48070,,256.7
2435V,,357.89
8359U,,148.08
95189,,4395.6
9136A,,6757.92
9237C,,190.51
11774,,288.9
3348P,,1783.14
18505,,143.17
42915,,170.55
99138,,122.2
9587M,,309.41
4323P,,440.84
35962,,6942.47
5778E,,467.7
3559I,,115.94
80335,,185.25
24033,,2822.68
48420,,289.31
9429E,,118.18
4872P,,443.07
1561F,,4345.88
9090P,,311.67
1850V,,199.41
5029P,,457.78
39575,,1466.42
46610,,3830.22
53924,,452.09
48693,,298.47
7537N,,362.11
9459D,,429.31
31831,,279.1
91654,,89.76
7181C,,375.86
83932,,6413.21
8664V,,297.87
76210,,82.81
5362R,,409.32
4774W,,204.43
93902,,1983.31
53791,,9856.33
58937,,183.68
1043P,,2468.85
24372,,4601.44
45610,,142.58
16501,,328.4
91557,,1920.13
51452,,323.37
87308,,184.15
3887P,,5223.97
6158U,,88.63
9511X,,495.28
1473N,,329.68
3886R,,291.46
8638R,,6378.6
60263,,444.53
54804,,2282.59
6092L,,494.72
8425O,,435.68
11107,,496.29
25348,,7865.61
17014,,478.24
46378,,264.85
72513,,114.34
9292A,,428.21
3399M,,284.46
6460K,,2869.15
4531H,,101.03
97802,,5423.22
2352D,,473.69
16712,,239.22
20091,,416.92
7210K,,433.47
6794E,,7940.41
41967,,3262.74
18863,,1831.37
9071G,,256.38
2903K,,398.48
67906,,287.88
71029,,53.98
5465I,,416.33
4626U,,462.13
9633H,,115.83
89388,,272.07
53374,,492.32
4075X,,341.03
2191K,,3888.26
8821L,,356.04
7929Z,,156.46
76864,,7328.71
1983T,,379.96
5829N,,171.56
40973,,319.54
8855I,,484.59
31028,,160.68
49711,,206.06
4117Z,,103.04
55579,,130.36
1478E,,168.33
5647K,,129.91
1800O,,470.29
10158,,382.91
58475,,9041.94
53120,,92.23
72653,,410.88
16920,,404.48
38859,,162.59
1316L,,324.25
79548,,146.6
2492G,,2359.49
6521D,,96.15
79806,,1020.22
6560I,,329.76
99186,,350.74
7743L,,215.9
23122,,96.37
95343,,117.35
2287N,,8313.03
1463O,,2916.83
87828,,6620.8
53512,,124.45
1185O,,248.09
34165,,453.19
2005Y,,110.94
17419,,398.28
7966R,,9339.01
3819D,,486.42
8707G,,472.72
8278V,,431.2
3583L,,257.7
8575E,,53.95
9992W,,278.01
3928U,,8888.69
74584,,4281.2
2992Z,,173.5
18847,,180.78
9020I,,319.31
40633,,458.33
64786,,267.74
4454F,,258.42
4802C,,157.2
9107J,,352.3
1062T,,271.83
13056,,4917.11
8169K,,8856.17
45498,,1442.68
17036,,1438.04
8545T,,265.3
35952,,587.19
2713G,,235.09
2104D,,78.53
22148,,447.34
94249,,284.58
30227,,345.12
25682,,144.15
86406,,1637
6430X,,138.47
4276S,,1673.08
9503Q,,8539.66
93457,,5144.44
5296J,,427.02
9716T,,175.31
3734Q,,66.18
5573A,,8254.18
10813,,262.7
7710V,,412.53
5149R,,492.05
9713K,,4888.67
33992,,423.21
15110,,178.2
27069,,415.25
23059,,75.45
98628,,378.63
98392,,413.73
4984N,,8529.47
25299,,156.04
3650T,,411.82
4885U,,485.83
7942M,,216.64
6419A,,453.78
1178K,,240.79
99263,,390.29
9194E,,68.57
3325W,,379.8
2923H,,80.34
9181B,,70.51
6650E,,285.14
82834,,201.91
6612Q,,250.32
6861B,,368.45
19547,,448.67
3373T,,220.17
20129,,7708.18
1711S,,8920.44
2455R,,321.05
7956Y,,1331.62
88768,,470.71
2487U,,8062.5
5423T,,3547.25
3301V,,277.73
83509,,216.15
23804,,164.95
5056J,,3887.49
3011M,,357.61
7085T,,202.9
9540F,,302.15
5742S,,55.79
2362H,,159.23
71679,,160.2
4334U,,102.78
9121L,,9995.79
26576,,8362.59
51143,,391.93
50020,,83.22
96117,,8093.26
4191F,,378.8
5758I,,386.62
12092,,329.82
71044,,3330.42
1775F,,1037.02
2398G,,91.08
32918,,3113.12
66628,,104.21
6354G,,163.22
12896,,161.01
5811D,,191.44
3203D,,240.65
43821,,4747.06
75223,,6791.08
74596,,8260.43
74786,,408.78
98032,,268.14
8565C,,370.98
9476R,,233.07
15855,,9950.23
4841E,,100.24
1960F,,445.8
94920,,1662.14
4362U,,7140.46
13337,,63.99
36146,,2987.1
4644Z,,346.76
10740,,319.17
6445N,,62.08
32201,,111.3
7930A,,465.65
90846,,71.32
27423,,348.45
57043,,204.33
7017U,,105.19
9131M,,473.33
20748,,201.09
9661N,,493.69
74057,,331.26
86514,,334.83
56175,,181.4
73517,,84.34
86335,,9086.44
23813,,2911.02
5767N,,76.04
12090,,8804.32
9764E,,6672.78
86881,,269.89
12044,,470.7
81145,,143.61
25371,,124.5
63601,,1923.09
7571O,,68.63
68957,,339.81
47171,,2510.69
2029T,,407.42
88933,,332.86
54446,,377.41
35738,,165.15
37127,,450.15
5044R,,253.17
41743,,266.4
72899,,1517.77
8486Z,,2123.41
9459O,,174.54
77328,,110.4
76572,,205.35
73122,,479.4
16441,,77.88
30752,,336.78
21549,,217.53
88408,,344.43
8143E,,86.51
89007,,77.94
2210Q,,244.17
96830,,160.88
88572,,2618.75
5042Z,,191.6
3664C,,383.01
36981,,9443.69
46417,,266
23800,,337.61
49386,,8438.89
9605G,,461.29
73652,,132.46
8715R,,371.59
8867M,,342.51
45637,,292.77
52112,,8517.96
95077,,250.96
38438,,105.16
8484O,,327.86
10902,,50.03
54445,,3503.08
98513,,242.04
8712M,,352.35
17582,,464.42
6468H,,438.16
81086,,98.81
6878S,,254.23
95805,,246
7235C,,779.23
4252C,,466.93
3113Z,,471.67
17451,,243.36
1281Z,,3920.54
1328F,,8797.54
43148,,323.42
1474D,,5295.43
10244,,6399.37
8323G,,94.17
89390,,59.87
98679,,124.15
83608,,314.01
6311M,,304.93
74434,,6541.16
9682Q,,485.46
8072D,,239.23
39026,,363.6
68297,,193
59975,,344.3
6598W,,188.15
53925,,123.53
3440C,,256.24
5057C,,7072.65
2677T,,490.31
2738Z,,198.79
1947G,,59.65
60119,,99.28
2316A,,7426.22
80368,,276.17
9561U,,196.28
1508E,,379.28
1055T,,4472.68
3356S,,147.08
35579,,445.28
5244F,,6005.58
8609G,,244.61
88864,,330.74
7221U,,290.67
6605K,,327.17
1333Z,,1562.66
1985A,,1158.42
54492,,7986.03
6327A,,257.95
6694S,,433.83
99872,,460.92
62231,,238.52
2080P,,7836.6
95957,,88.25
28295,,3703.66
17387,,229.02
3483T,,2620.1
62828,,137.54
9554Z,,377.5
78753,,369.55
4755Q,,394.96
3103E,,258.63
45655,,7721.51
1366P,,7868.66
4750W,,5533.48
9496M,,305.26
9858P,,116.86
1982C,,369.44
59451,,91.41
6627X,,115.65
15751,,138.92
8749G,,4072.35
6354S,,465.53
82766,,273.52
6171S,,146.88
30535,,383.35
9102O,,275.54
1101F,,312.16
45603,,83.42
47967,,459.33
7236E,,281.69
3430S,,291.5
9446B,,348.81
2527V,,6069.88
6404Q,,300.91
36689,,386.38
10605,,249.77
64695,,155.05
9760C,,2075.19
89902,,5814.41
2628I,,108.63
22802,,313.94
62683,,6762.81
4115R,,386.36
7115B,,205.24
9826W,,224.91
9885Y,,247.67
23165,,318.6
38929,,493.48
15634,,212.88
2633B,,65.31
79507,,286.44
74750,,116.87
2364P,,421.72
4188F,,1374.88
84505,,2913.89
8035X,,362.95
90634,,186.41
1211J,,241.07
1128H,,394.92
7291E,,7276.73
8365K,,362.82
6022B,,231.17
24480,,293.04
3087I,,444.49
2785F,,298.95
2725H,,5448.62
7143U,,432.34
2661Z,,406
4318P,,319.66
1021A,,328.09
81460,,1399.92
8443F,,6132.35
63254,,149.52
6595M,,489.75
3297H,,216.87
73508,,125.29
4409D,,4767.88
49665,,61.24
6754B,,498.86
1539B,,261.98
96931,,497.37
1392F,,192.78
8600Y,,3277.12
3705F,,324.69
79922,,337.91
8144O,,222.62
67281,,294
53358,,168.09
6467E,,245.06
6001J,,9412.66
9412H,,8283.56
38945,,5323.1
27587,,227.65
2900X,,411.87
41574,,9013.06
69903,,118.25
2959V,,1435.58
6364T,,106.1
4343V,,470.98
99756,,2396.77
3036J,,425.78
57508,,377.78
13131,,5004.6
3982U,,415.25
47577,,243.01
67233,,270.13
95180,,174.92
62027,,98.47
9374M,,463.53
8247Y,,280.87
8873Y,,8862.66
5028S,,432.13
1230V,,5582.73
3940K,,70.07
66936,,142.34
1760E,,435.13
79018,,6993.01
9409O,,2804.83
87335,,147.78
44153,,94.03
1115Q,,349.31
1962Q,,54.36
9019F,,1289.57
78904,,9311.81
1460A,,227.2
4513R,,4846.69
51978,,207.98
5145P,,172.39
49675,,5706.4
71400,,3372.61
9974I,,6510.92
80590,,7489.9
2850R,,2027.18
7653U,,371.06
28734,,405.65
1476Q,,140.2
58578,,146.69
33939,,3447.76
3730D,,130.8
5347D,,441.83
8918T,,479.5
9967Q,,73.26
86823,,365.33
3640M,,9254.27
41079,,147.69
9954R,,4864.26
41139,,215.05
22870,,177.14
75953,,4292.29
41096,,7541.74
29992,,311.06
75243,,453.39
2037I,,7651.75
4150H,,9921.18
2371D,,485.21
5658J,,3707.4
1923P,,155.29
94741,,104.85
2849Q,,87.79
15149,,6330.66
56331,,202.97
3623E,,459.5
6587T,,464.35
5385V,,227.33
9438A,,1539.1
2227E,,5738.32
6967T,,435.24
9755Z,,7380.34
18313,,91.39
73321,,147.04
96084,,9135.6
30719,,73.59
27609,,444.56
2754K,,9173.88
6775L,,9006.02
9076H,,338.38
78917,,462.5
98534,,9192.98
1803T,,151.66
54093,,449.18
43310,,3740.11
6811W,,483.49
8423L,,245.7
83864,,329.1
1868A,,239.08
9656H,,206.51
49918,,302.3
2772L,,120.98
5631V,,416.46
97069,,304.71
7076Z,,311.1
2719U,,419.51
6790D,,420.53
3806M,,223.76
28163,,263.5
31715,,6039.62
9355R,,415.89
3515Y,,436.47
41852,,63.85
3418L,,104.4
6710O,,8691.49
7510T,,9030.17
39984,,455.91
6097W,,199.76
3040H,,497.44
88561,,98.39
4962P,,3945.55
66335,,475.69
3394K,,4346.08
1655P,,277.71
49772,,275.73
77762,,1623.5
1898I,,94.52
68927,,276.49
8870F,,319.16
10459,,382.51
9970K,,474.94
5593G,,345.43
47781,,196.12
3463D,,5484.81
5466U,,54.55
5920G,,250.44
21730,,230.15
51722,,155.03
91772,,303.48
26953,,9622.85
11311,,336.7
3332Z,,450.94
25729,,368.58
80474,,5610.12
68230,,2716.64
3623U,,3980.06
89008,,398.09
42396,,4209.93
9076K,,9375.46
9174P,,288.52
3689R,,93.96
88634,,194.91
4102Q,,301.69
70892,,429.26
8524G,,452.66
67071,,8185.31
9187G,,485.35
7936A,,90.15
74541,,399.55
79739,,2580.81
3337G,,368.05
97683,,7240.71
64733,,9678.16
8011R,,9628.82
2179V,,290.7
2998G,,145.09
69565,,148.4
5188G,,408.55
25559,,202.88
1143Q,,315.04
1218T,,8413.53
47399,,63.05
1850E,,2918.41
2136R,,63.9
51351,,283.81
4770X,,461.77
1466X,,412.77
71154,,156.54
7584K,,455.92
18187,,470.09
1190G,,252.73
8006I,,1471.49
3821P,,379.02
46893,,208.01
3594V,,297.15
6842T,,454.87
87484,,7394.35
3390D,,486.16
68162,,5868.13
37607,,240.76
16279,,228.58
7213Q,,2724.95
88518,,8063.17
10913,,356.03
33699,,228.43
58447,,331.8
8113X,,98.11
24314,,393.7
7194I,,226
4495V,,348.14
77097,,80.69
7755V,,939.4
9030R,,166.91
27382,,75.76
4901Q,,462.51
4246N,,357.67
2341V,,1367.54
3252L,,5749.96
1843J,,180.4
62276,,4766.21
33393,,9775.35
6814U,,246.72
6258F,,417.33
57404,,354.95
92860,,175.46
4840W,,236.85
54624,,7045.89
8765G,,470.82
8590O,,7604.2
4450K,,3436.5
3866O,,91.6
3268B,,69
2084V,,98.78
7173W,,146.36
41358,,235.59
1468R,,264.45
9454X,,210.86
15532,,59.28
6127N,,334.6
77462,,193.99
11762,,91.86
8892L,,3909.11
33404,,499.14
1395M,,73.36
7932W,,442.21
67397,,459.86
7145H,,191.47
2892V,,464.41
7996D,,53.32
17209,,165.4
13534,,405.62
43199,,397
2505Y,,435.32
8803P,,296.31
81995,,469.27
84542,,276.91
83764,,7149.9
6504C,,109.56
4569O,,1686.58
8030I,,91.91
7862B,,1785.84
2486Z,,4896.25
37343,,263.32
38907,,241.38
5086I,,3191.18
77444,,136.19
14047,,497.04
3984G,,287.71
82977,,403.4
7067Y,,155.09
73716,,245.05
83894,,7609.95
21526,,362.91
5197R,,357.79
76889,,331.17
1287N,,115.99
5133M,,284.18
4445H,,269.33
61218,,1366.2
6422V,,275.51
23607,,241.84
3445V,,383.25
3901C,,5026.45
84263,,377.57
5089U,,153.8
37261,,486.92
8951Z,,3981.07
18787,,354.17
52119,,383.63
84214,,6844.71
9326S,,237.1
6196B,,230.56
1804A,,450.12
63421,,199.45
2591Q,,5837.9
13071,,65.16
4158D,,3049.62
88342,,7886.6
4377L,,314.74
3698Y,,2554.32
99160,,451.21
4758J,,366.79
3135X,,1592.61
6844C,,80.17
71282,,193.66
97993,,139.19
2948T,,95.71
8998O,,263.59
14452,,454.94
6135Z,,3640.18
36581,,247.42
4559P,,169.36
2589H,,140.97
6581V,,481.9
1183Y,,205.89
1814X,,375.47
65305,,468.18
96344,,115.19
91601,,112.18
34095,,366.14
35046,,274.69
57042,,83.42
7236N,,207.65
8581E,,326.25
3271H,,227.59
23719,,343.96
61323,,6704.71
75975,,289.54
8036E,,843.75
20365,,253.56
8754K,,51.78
56908,,453.56
1548D,,1703.62
7746E,,315.67
5892A,,204.47
44487,,120.07
97454,,201.7
75050,,6242.18
6364M,,97.63
1569J,,9396.88
26536,,374.93
5227L,,422.78
7062V,,250.28
5110U,,283.48
43892,,491.57
73364,,488.34
98758,,80.86
8611O,,1150.69
97881,,452.15
4307K,,4961.84
48764,,230.9
3341J,,3475.34
93204,,311.38
81448,,401.46
7557N,,98.05
3470S,,447.3
35965,,267.88
90446,,118.39
8405E,,221.48
79947,,155.38
63237,,348.23
8314D,,76.07
5938X,,210.61
95727,,464.21
1895V,,419.51
52126,,342.91
19496,,82.97
9097M,,6265.84
8077H,,328.38
69942,,159.57
40211,,480.6
4515V,,271.43
3619H,,141.29
6818X,,314.5
4637U,,471.1
26656,,217.8
75369,,364.24
7918L,,464.63
14119,,208.66
7867K,,241.03
9592Y,,189.86
2903W,,272.77
1802C,,293.97
1119J,,2780.55
2128N,,190.55
63437,,274.42
6543C,,205.82
90298,,312.03
3543W,,3035.94
6175J,,8972.12
6114P,,253.12
3764U,,6869.52
23393,,243.43
60461,,97.47
24818,,7912.84
6540A,,78.15
4624X,,277.69
52430,,213.07
2817Q,,357.27
6805P,,1245.56
63704,,275.48
29436,,6460.86
6117J,,7179.84
2361E,,155.23
75605,,440.15
8868Z,,2576.58
10130,,165.32
30565,,498.8
34008,,106.52
9240S,,453.45
4542E,,397.95
6133U,,414.5
92995,,243.3
30945,,467.95
82923,,2739.83
8818T,,262.94
98073,,8869.88
39852,,9058.43
8437C,,333.83
79085,,184.02
8356A,,106.59
84924,,2964.48
17232,,477.23
83418,,364.4
5443O,,344.05
6587L,,226.73
79440,,340.09
20858,,5767.26
2128H,,130.84
32065,,332.42
5562S,,400.83
47708,,450.9
28881,,997.43
6812U,,8387.13
76036,,403.64
66048,,100.95
4978P,,165.65
5762R,,368.05
2571U,,204.74
23265,,458.07
3414M,,392.98
43461,,319.48
8222W,,498.9
51045,,437.85
7575V,,918.66
95133,,5027.63
87425,,175.79
1930G,,173.49
2811N,,162.35
5367Q,,6559.43
5115W,,183.46
3063T,,1676.51
52914,,7556
7797D,,9608.11
4655E,,315.23
4922M,,73.96
8689K,,139.57
3812F,,156.15
76312,,284.79
30057,,3988.78
84087,,65.34
41894,,350.46
5503M,,4083.46
29350,,1069.62
92573,,190.65
9746N,,200.55
91694,,9064.83
3987U,,347.94
69699,,7000.33
5250S,,371.93
87055,,435.38
26794,,4801.24
8712E,,215.47
7538U,,366.93
5752B,,9626.76
99184,,8246.11
55282,,106.56
5537X,,334.56
6808C,,9082.59
8636H,,310.44
44978,,442.11
30836,,319.7
8409J,,349.19
93432,,945.54
20892,,372.81
3561U,,427.78
95535,,213.8
3470H,,3186.94
8408X,,158.7
67016,,265.44
87205,,490.4
2449G,,4177.64
76344,,340.08
2801L,,137
3049K,,167.52
62223,,207.85
6500U,,5686.24
66893,,914.09
7548E,,278.05
6429M,,9788.2
34370,,277.62
88104,,7007.21
27498,,291.94
9967Y,,81.2
44279,,119.51
67124,,283.28
24820,,68.27
50793,,7419.97
47269,,480.44
38384,,395.13
3599D,,364.9
9531W,,277.63
91469,,8283.83
5014C,,396.51
13402,,224.18
4923R,,308.66
2916Q,,401.66
1629X,,6984.54
33937,,417.46
9768S,,1605.4
4555S,,456.43
8966Q,,316.24
3343G,,378.72
3657L,,4046.8
4513P,,88.54
43376,,210.05
33961,,1583.11
4974R,,5303.45
8259Z,,393.01
34442,,7525.58
9966T,,479.37
33244,,310.24
75810,,302.85
24539,,282.94
3620Z,,293.3
75638,,435.02
8755O,,1728.75
7324O,,139.31
1127S,,158.01
21246,,395.28
67472,,1227.13
71586,,4272.79
9018K,,490.5
9076I,,312.24
5596D,,499.71
70628,,411.63
6113Y,,4323.41
44633,,257.75
9674Y,,4180.53
20206,,125.37
6163C,,9440.67
3005A,,477.13
23363,,378.73
4929Z,,346.94
6593V,,5442.95
5864S,,347.92
97644,,267.09
54183,,375.35
2743Z,,7093.65
21637,,7479.14
74413,,85.71
22501,,372.97
78397,,322.93
28961,,349.89
51589,,283.87
3968D,,156.1
24331,,311.27
4642K,,465.28
4517R,,102.27
3537G,,461.27
76270,,1168.76
3326O,,266.64
75217,,1942.71
63214,,1363.32
7014M,,119.94
1041U,,2386.51
9657J,,428.74
5093E,,8531.68
50468,,73.91
8330W,,286.05
6954K,,343
3038R,,317.18
91258,,918.56
3819S,,412.88
6474J,,89.3
9504H,,3427.62
83222,,468.78
54387,,201.86
13324,,344.5
28236,,225.96
23893,,484.61
27415,,304.49
79568,,289.28
4695Z,,263.54
98009,,117.55
6089I,,292.15
2720X,,415.42
2895Y,,9917.66
81082,,444.86
69030,,127.1
1908G,,71.74
8693K,,152.09
97394,,491.42
78107,,211.53
5411C,,385.13
24600,,407.2
6059D,,3258.33
33130,,391.57
3204S,,409.13
1989J,,217.52
6505Z,,178.66
1901I,,3335.84
41162,,85.8
1089V,,467.46
42736,,994.62
77341,,392.77
1849E,,421.74
50042,,71.22
8081Y,,228.24
94015,,128.89
2619R,,1851.71
6401N,,434.47
8862X,,217.88
2120Y,,360.2
1750B,,1915.08
4003Z,,397.76
1893P,,2164
8008W,,199.01
7268U,,431.57
5542G,,229.66
4309E,,7425.71
50893,,5254.82
84576,,470.32
21738,,2518.23
15315,,270.31
2519E,,77.69
6145A,,427.12
9547M,,449.36
6070Y,,320.59
64792,,93.75
78330,,420.73
53463,,402.97
3518B,,108.68
3380Z,,133.14
5716T,,260.2
5514J,,3284.8
56433,,325.57
1699L,,477.71
83820,,383.81
7374D,,494.89
29302,,465.97
1909I,,96.1
83278,,330.21
6569J,,8190.09
67881,,7317.8
9563G,,1677.82
6956J,,8317.35
5638E,,1548.66
82839,,405.55
1963X,,299.32
77890,,148.4
7159X,,312.33
3886N,,328.71
45793,,9509.81
4209O,,250.04
7941E,,1964.12
43258,,463.42
70429,,351.47
1268Q,,263.19
39121,,448.23
1009M,,9239.82
2724G,,85.58
9409C,,59.44
7920P,,869.21
7883I,,472.09
79603,,4534.42
74499,,339.51
6125F,,479.68
98450,,64.88
55852,,479.14
2958T,,273.78
59572,,2145.08
5579S,,363.21
9000B,,2816.59
6869N,,137.78
6373Z,,7695.72
76579,,243.17
98613,,269.03
55169,,200.08
94407,,440.7
29749,,1393.44
9308S,,198.47
33065,,476.7
3658G,,2841.52
49466,,201.63
5671Z,,5328.39
6298U,,124.45
58150,,258.72
23150,,123.72
73994,,347.31
69026,,106.93
3200L,,295.96
9002T,,235.32
5909E,,2685.17
4971H,,165.19
5004J,,399.97
74300,,100.16
2800B,,455.41
9193J,,204.69
1677N,,473.37
19482,,89.04
6802O,,92.54
8969Q,,296.31
42611,,168.66
2045Z,,301.77
10689,,483.84
64287,,89.2
47749,,114.37
95892,,74.35
3740M,,68.13
8137A,,79.5
49940,,8368.04
43915,,198.31
31223,,1451.33
6559I,,429.02
3256Q,,464.25
93373,,5530.43
70450,,127.95
36879,,4837.07
4027P,,250.47
73119,,388.37
91334,,5990.71
69828,,200.02
33697,,403.49
42971,,183.27
8507L,,123.09
1795O,,474.23
17730,,90.82
74106,,288.86
5894R,,412.06
69832,,4214.72
1020N,,158.03
6974I,,205.89
26508,,187.3
99596,,242.83
2139C,,313.17
11195,,2023.22
37460,,229.82
3716P,,75.42
4420O,,5302.06
3618Q,,344.5
4181R,,422.23
42329,,64.93
2725N,,311.88
3485B,,4257.65
33596,,177.57
38284,,9912.94
9352S,,91.96
8359Q,,297.94
1592B,,319.58
12386,,2603.5
46323,,245.51
95860,,294.4
9732B,,198.31
1781K,,6733.42
3122E,,9135.87
3693K,,129.39
35027,,117.65
5076E,,133.53
6618Y,,405.48
85717,,1254.26
12735,,9237.73
41874,,417.72
98704,,197.44
92299,,259.08
3346T,,446.87
3658L,,338.3
8008F,,472.68
9062A,,218.24
20705,,469.35
57209,,176.9
86247,,373.56
54330,,296.23
4903D,,465.19
46659,,203.08
48243,,6998.53
44250,,441.54
6067H,,3752.9
1100M,,364.79
81759,,111.33
2985T,,227.62
8230J,,81.92
2246M,,222.67
47789,,271.15
1370C,,343.82
76991,,221.33
